{'loss': 4.5358, 'grad_norm': 41.35681915283203, 'learning_rate': 1.5976331360946746e-05, 'epoch': 0.01}
{'loss': 0.285, 'grad_norm': 1.2365174293518066, 'learning_rate': 0.0001960559174621126, 'epoch': 2.51}
{'loss': 0.2798, 'grad_norm': 1.0279767513275146, 'learning_rate': 0.0001952309004356143, 'epoch': 2.52}
{'loss': 0.2648, 'grad_norm': 1.8491648435592651, 'learning_rate': 0.00019440437549599372, 'epoch': 2.54}
{'loss': 0.3413, 'grad_norm': 2.494499444961548, 'learning_rate': 0.00019357637019803726, 'epoch': 2.55}
{'loss': 0.279, 'grad_norm': 1.401119351387024, 'learning_rate': 0.00019274691214588366, 'epoch': 2.56}
{'loss': 0.3027, 'grad_norm': 2.8308145999908447, 'learning_rate': 0.00019191602899210398, 'epoch': 2.57}
{'loss': 0.2707, 'grad_norm': 2.794935464859009, 'learning_rate': 0.00019108374843677925, 'epoch': 2.58}
{'loss': 0.2593, 'grad_norm': 0.9653200507164001, 'learning_rate': 0.00019025009822657728, 'epoch': 2.59}
{'loss': 0.2618, 'grad_norm': 1.649368166923523, 'learning_rate': 0.00018941510615382774, 'epoch': 2.6}
{'loss': 0.3205, 'grad_norm': 1.1767657995224, 'learning_rate': 0.00018857880005559522, 'epoch': 2.61}
{'loss': 0.305, 'grad_norm': 1.61533522605896, 'learning_rate': 0.00018774120781275177, 'epoch': 2.62}
{'loss': 0.3168, 'grad_norm': 1.3847914934158325, 'learning_rate': 0.0001869023573490467, 'epoch': 2.63}
{'loss': 0.3063, 'grad_norm': 1.4624577760696411, 'learning_rate': 0.00018606227663017642, 'epoch': 2.64}
{'loss': 0.2701, 'grad_norm': 0.9534586071968079, 'learning_rate': 0.00018522099366285143, 'epoch': 2.65}
{'loss': 0.2961, 'grad_norm': 1.3551849126815796, 'learning_rate': 0.00018437853649386316, 'epoch': 2.66}
{'loss': 0.3015, 'grad_norm': 2.6190431118011475, 'learning_rate': 0.00018353493320914853, 'epoch': 2.67}
{'loss': 0.3051, 'grad_norm': 2.287710428237915, 'learning_rate': 0.00018269021193285394, 'epoch': 2.69}
{'loss': 0.2949, 'grad_norm': 1.6798683404922485, 'learning_rate': 0.0001818444008263974, 'epoch': 2.7}
{'loss': 0.271, 'grad_norm': 1.211352825164795, 'learning_rate': 0.00018099752808753, 'epoch': 2.71}
{'loss': 0.2941, 'grad_norm': 1.6595420837402344, 'learning_rate': 0.00018014962194939539, 'epoch': 2.72}
{'loss': 0.2792, 'grad_norm': 1.2495574951171875, 'learning_rate': 0.000179300710679589, 'epoch': 2.73}
{'loss': 0.2962, 'grad_norm': 1.9681223630905151, 'learning_rate': 0.00017845082257921544, 'epoch': 2.74}
{'loss': 0.2518, 'grad_norm': 1.3075647354125977, 'learning_rate': 0.00017759998598194495, 'epoch': 2.75}
{'loss': 0.2946, 'grad_norm': 1.4373763799667358, 'learning_rate': 0.00017674822925306896, 'epoch': 2.76}
{'loss': 0.2811, 'grad_norm': 1.7595138549804688, 'learning_rate': 0.0001758955807885542, 'epoch': 2.77}
{'loss': 0.3249, 'grad_norm': 2.5429515838623047, 'learning_rate': 0.00017504206901409637, 'epoch': 2.78}
{'loss': 0.2953, 'grad_norm': 1.1635935306549072, 'learning_rate': 0.0001741877223841722, 'epoch': 2.79}
{'loss': 0.3109, 'grad_norm': 3.5216598510742188, 'learning_rate': 0.00017333256938109094, 'epoch': 2.8}
{'loss': 0.2686, 'grad_norm': 1.5868315696716309, 'learning_rate': 0.00017247663851404477, 'epoch': 2.81}
{'loss': 0.2844, 'grad_norm': 1.4153255224227905, 'learning_rate': 0.00017161995831815858, 'epoch': 2.82}
{'loss': 0.315, 'grad_norm': 5.73304557800293, 'learning_rate': 0.00017076255735353813, 'epoch': 2.83}
{'loss': 0.2975, 'grad_norm': 1.309409499168396, 'learning_rate': 0.00016990446420431864, 'epoch': 2.85}
{'loss': 0.2804, 'grad_norm': 3.5050036907196045, 'learning_rate': 0.00016904570747771115, 'epoch': 2.86}
{'loss': 0.2719, 'grad_norm': 1.1573481559753418, 'learning_rate': 0.00016818631580304923, 'epoch': 2.87}
{'loss': 0.2698, 'grad_norm': 1.3180863857269287, 'learning_rate': 0.0001673263178308345, 'epoch': 2.88}
{'loss': 0.2756, 'grad_norm': 1.3022255897521973, 'learning_rate': 0.0001664657422317814, 'epoch': 2.89}
{'loss': 0.3272, 'grad_norm': 1.3083797693252563, 'learning_rate': 0.00016560461769586114, 'epoch': 2.9}
{'loss': 0.2629, 'grad_norm': 1.1894501447677612, 'learning_rate': 0.00016474297293134576, 'epoch': 2.91}
{'loss': 0.3224, 'grad_norm': 1.2194318771362305, 'learning_rate': 0.0001638808366638505, 'epoch': 2.92}
{'loss': 0.2943, 'grad_norm': 1.784550428390503, 'learning_rate': 0.00016301823763537654, 'epoch': 2.93}
{'loss': 0.2939, 'grad_norm': 1.7265088558197021, 'learning_rate': 0.0001621552046033525, 'epoch': 2.94}
{'loss': 0.2963, 'grad_norm': 0.8608665466308594, 'learning_rate': 0.0001612917663396761, 'epoch': 2.95}
{'loss': 0.2682, 'grad_norm': 1.8572250604629517, 'learning_rate': 0.00016042795162975437, 'epoch': 2.96}
{'loss': 0.2893, 'grad_norm': 1.42850661277771, 'learning_rate': 0.00015956378927154468, 'epoch': 2.97}
{'loss': 0.304, 'grad_norm': 1.9204442501068115, 'learning_rate': 0.00015869930807459412, 'epoch': 2.98}
{'loss': 0.2859, 'grad_norm': 1.7065846920013428, 'learning_rate': 0.00015783453685907942, 'epoch': 3.0}
{'loss': 0.2792, 'grad_norm': 1.5527944564819336, 'learning_rate': 0.00015696950445484584, 'epoch': 3.01}
{'loss': 0.1872, 'grad_norm': 1.5944597721099854, 'learning_rate': 0.0001561042397004463, 'epoch': 3.02}
{'loss': 0.1865, 'grad_norm': 1.508124589920044, 'learning_rate': 0.00015523877144217976, 'epoch': 3.03}
{'loss': 0.1804, 'grad_norm': 1.0195804834365845, 'learning_rate': 0.00015437312853312966, 'epoch': 3.04}
{'loss': 0.1954, 'grad_norm': 2.8494672775268555, 'learning_rate': 0.00015350733983220195, 'epoch': 3.05}
{'loss': 0.175, 'grad_norm': 2.105304002761841, 'learning_rate': 0.000152641434203163, 'epoch': 3.06}
{'loss': 0.1805, 'grad_norm': 1.9700708389282227, 'learning_rate': 0.0001517754405136774, 'epoch': 3.07}
{'loss': 0.1869, 'grad_norm': 2.112525224685669, 'learning_rate': 0.00015090938763434535, 'epoch': 3.08}
{'loss': 0.1949, 'grad_norm': 1.2416151762008667, 'learning_rate': 0.00015004330443774055, 'epoch': 3.09}
{'loss': 0.179, 'grad_norm': 1.1690024137496948, 'learning_rate': 0.0001491772197974472, 'epoch': 3.1}
{'loss': 0.183, 'grad_norm': 0.9965838193893433, 'learning_rate': 0.00014831116258709793, 'epoch': 3.11}
{'loss': 0.1542, 'grad_norm': 1.3130303621292114, 'learning_rate': 0.00014744516167941048, 'epoch': 3.12}
{'loss': 0.1967, 'grad_norm': 2.266000747680664, 'learning_rate': 0.000146579245945226, 'epoch': 3.13}
{'loss': 0.1747, 'grad_norm': 1.5484592914581299, 'learning_rate': 0.00014571344425254583, 'epoch': 3.14}
{'loss': 0.1712, 'grad_norm': 1.2367290258407593, 'learning_rate': 0.00014484778546556946, 'epoch': 3.16}
{'loss': 0.184, 'grad_norm': 1.5667012929916382, 'learning_rate': 0.00014398229844373215, 'epoch': 3.17}
{'loss': 0.1935, 'grad_norm': 1.314280390739441, 'learning_rate': 0.000143117012040743, 'epoch': 3.18}
{'loss': 0.185, 'grad_norm': 1.1251784563064575, 'learning_rate': 0.00014225195510362263, 'epoch': 3.19}
{'loss': 0.1786, 'grad_norm': 1.288398027420044, 'learning_rate': 0.00014138715647174177, 'epoch': 3.2}
{'loss': 0.1726, 'grad_norm': 1.3981103897094727, 'learning_rate': 0.00014052264497585982, 'epoch': 3.21}
{'loss': 0.1725, 'grad_norm': 2.564251661300659, 'learning_rate': 0.0001396584494371635, 'epoch': 3.22}
{'loss': 0.2038, 'grad_norm': 1.9031527042388916, 'learning_rate': 0.00013879459866630612, 'epoch': 3.23}
{'loss': 0.1668, 'grad_norm': 1.7251826524734497, 'learning_rate': 0.00013793112146244724, 'epoch': 3.24}
{'loss': 0.1802, 'grad_norm': 1.2692214250564575, 'learning_rate': 0.00013706804661229216, 'epoch': 3.25}
{'loss': 0.1935, 'grad_norm': 1.4126155376434326, 'learning_rate': 0.00013620540288913267, 'epoch': 3.26}
{'loss': 0.1814, 'grad_norm': 1.3812874555587769, 'learning_rate': 0.00013534321905188742, 'epoch': 3.27}
{'loss': 0.157, 'grad_norm': 1.6048905849456787, 'learning_rate': 0.00013448152384414343, 'epoch': 3.28}
{'loss': 0.1747, 'grad_norm': 1.8680390119552612, 'learning_rate': 0.00013362034599319786, 'epoch': 3.29}
{'loss': 0.165, 'grad_norm': 1.1542617082595825, 'learning_rate': 0.0001327597142090998, 'epoch': 3.31}
{'loss': 0.1864, 'grad_norm': 1.009730577468872, 'learning_rate': 0.00013189965718369385, 'epoch': 3.32}
{'loss': 0.1755, 'grad_norm': 1.0053479671478271, 'learning_rate': 0.00013104020358966313, 'epoch': 3.33}                                                     
{'loss': 0.2028, 'grad_norm': 1.3499908447265625, 'learning_rate': 0.00013018138207957343, 'epoch': 3.34}
{'loss': 0.1798, 'grad_norm': 1.484236717224121, 'learning_rate': 0.00012932322128491805, 'epoch': 3.35}
{'loss': 0.1753, 'grad_norm': 1.3529380559921265, 'learning_rate': 0.00012846574981516352, 'epoch': 3.36}
{'loss': 0.2022, 'grad_norm': 1.1181203126907349, 'learning_rate': 0.00012760899625679508, 'epoch': 3.37}
{'loss': 0.1609, 'grad_norm': 1.1328315734863281, 'learning_rate': 0.00012675298917236467, 'epoch': 3.38}
{'loss': 0.1846, 'grad_norm': 0.8611600995063782, 'learning_rate': 0.000125897757099538, 'epoch': 3.39}
{'loss': 0.1697, 'grad_norm': 1.180556058883667, 'learning_rate': 0.00012504332855014315, 'epoch': 3.4}
{'loss': 0.17, 'grad_norm': 1.664351224899292, 'learning_rate': 0.00012418973200922055, 'epoch': 3.41}
{'loss': 0.1758, 'grad_norm': 1.3144432306289673, 'learning_rate': 0.00012333699593407288, 'epoch': 3.42}
{'loss': 0.2024, 'grad_norm': 2.2855327129364014, 'learning_rate': 0.00012248514875331653, 'epoch': 3.43}
{'loss': 0.2091, 'grad_norm': 1.332468032836914, 'learning_rate': 0.00012163421886593382, 'epoch': 3.44}
{'loss': 0.1793, 'grad_norm': 1.2298061847686768, 'learning_rate': 0.00012078423464032627, 'epoch': 3.45}
{'loss': 0.1884, 'grad_norm': 1.2670425176620483, 'learning_rate': 0.00011993522441336874, 'epoch': 3.47}
{'loss': 0.2091, 'grad_norm': 1.6630076169967651, 'learning_rate': 0.00011908721648946484, 'epoch': 3.48}
{'loss': 0.1871, 'grad_norm': 1.2915760278701782, 'learning_rate': 0.0001182402391396034, 'epoch': 3.49}
{'loss': 0.1729, 'grad_norm': 1.267475962638855, 'learning_rate': 0.00011739432060041565, 'epoch': 3.5}
{'loss': 0.1945, 'grad_norm': 2.6354193687438965, 'learning_rate': 0.00011654948907323418, 'epoch': 3.51}
{'loss': 0.1893, 'grad_norm': 1.5063475370407104, 'learning_rate': 0.00011570577272315267, 'epoch': 3.52}
{'loss': 0.177, 'grad_norm': 2.193652868270874, 'learning_rate': 0.00011486319967808674, 'epoch': 3.53}
{'loss': 0.1807, 'grad_norm': 0.8978655338287354, 'learning_rate': 0.00011402179802783661, 'epoch': 3.54}
{'loss': 0.1796, 'grad_norm': 1.232529640197754, 'learning_rate': 0.00011318159582315022, 'epoch': 3.55}
{'loss': 0.1994, 'grad_norm': 2.9860846996307373, 'learning_rate': 0.00011234262107478828, 'epoch': 3.56}
{'loss': 0.1886, 'grad_norm': 1.1839083433151245, 'learning_rate': 0.0001115049017525905, 'epoch': 3.57}
{'loss': 0.1687, 'grad_norm': 2.3084404468536377, 'learning_rate': 0.00011066846578454291, 'epoch': 3.58}
{'loss': 0.184, 'grad_norm': 1.17318856716156, 'learning_rate': 0.00010983334105584698, 'epoch': 3.59}
{'loss': 0.1876, 'grad_norm': 1.4343056678771973, 'learning_rate': 0.00010899955540799007, 'epoch': 3.6}
{'loss': 0.1896, 'grad_norm': 1.488953948020935, 'learning_rate': 0.00010816713663781687, 'epoch': 3.62}
{'loss': 0.1887, 'grad_norm': 1.4739956855773926, 'learning_rate': 0.0001073361124966031, 'epoch': 3.63}
{'loss': 0.1676, 'grad_norm': 1.7074308395385742, 'learning_rate': 0.00010650651068913014, 'epoch': 3.64}
{'loss': 0.1908, 'grad_norm': 1.5898525714874268, 'learning_rate': 0.00010567835887276136, 'epoch': 3.65}
{'loss': 0.1941, 'grad_norm': 1.3035283088684082, 'learning_rate': 0.00010485168465652022, 'epoch': 3.66}
{'loss': 0.1687, 'grad_norm': 1.1330009698867798, 'learning_rate': 0.00010402651560016987, 'epoch': 3.67}
{'loss': 0.2, 'grad_norm': 2.211554527282715, 'learning_rate': 0.00010320287921329407, 'epoch': 3.68}
{'loss': 0.1919, 'grad_norm': 1.6189435720443726, 'learning_rate': 0.00010238080295438037, 'epoch': 3.69}
{'loss': 0.1981, 'grad_norm': 1.5700932741165161, 'learning_rate': 0.00010156031422990463, 'epoch': 3.7}
{'loss': 0.2006, 'grad_norm': 1.2115681171417236, 'learning_rate': 0.00010074144039341713, 'epoch': 3.71}
{'loss': 0.1878, 'grad_norm': 1.1919848918914795, 'learning_rate': 9.992420874463104e-05, 'epoch': 3.72}
{'loss': 0.1955, 'grad_norm': 1.1872767210006714, 'learning_rate': 9.910864652851195e-05, 'epoch': 3.73}
{'loss': 0.1872, 'grad_norm': 1.4033771753311157, 'learning_rate': 9.82947809343697e-05, 'epoch': 3.74}
{'loss': 0.18, 'grad_norm': 1.216997742652893, 'learning_rate': 9.748263909495201e-05, 'epoch': 3.75}
{'loss': 0.1644, 'grad_norm': 1.575958251953125, 'learning_rate': 9.667224808553982e-05, 'epoch': 3.77}
{'loss': 0.1666, 'grad_norm': 1.4066039323806763, 'learning_rate': 9.586363492304467e-05, 'epoch': 3.78}
{'loss': 0.181, 'grad_norm': 1.9539620876312256, 'learning_rate': 9.50568265651081e-05, 'epoch': 3.79}
{'loss': 0.1678, 'grad_norm': 0.9406000971794128, 'learning_rate': 9.425184990920282e-05, 'epoch': 3.8}
{'loss': 0.1691, 'grad_norm': 1.9788788557052612, 'learning_rate': 9.344873179173602e-05, 'epoch': 3.81}
{'loss': 0.18, 'grad_norm': 1.278997778892517, 'learning_rate': 9.264749898715472e-05, 'epoch': 3.82}
{'loss': 0.1785, 'grad_norm': 1.9042803049087524, 'learning_rate': 9.184817820705327e-05, 'epoch': 3.83}
{'loss': 0.1686, 'grad_norm': 1.1756787300109863, 'learning_rate': 9.105079609928245e-05, 'epoch': 3.84}
{'loss': 0.1644, 'grad_norm': 2.3714938163757324, 'learning_rate': 9.02553792470617e-05, 'epoch': 3.85}
{'loss': 0.1654, 'grad_norm': 0.9116580486297607, 'learning_rate': 8.946195416809224e-05, 'epoch': 3.86}
{'loss': 0.1753, 'grad_norm': 2.4028704166412354, 'learning_rate': 8.867054731367347e-05, 'epoch': 3.87}
{'loss': 0.1738, 'grad_norm': 1.2465635538101196, 'learning_rate': 8.788118506782102e-05, 'epoch': 3.88}
{'loss': 0.176, 'grad_norm': 0.9988840818405151, 'learning_rate': 8.709389374638694e-05, 'epoch': 3.89}
{'loss': 0.1891, 'grad_norm': 0.9851830005645752, 'learning_rate': 8.630869959618269e-05, 'epoch': 3.9}
{'loss': 0.1814, 'grad_norm': 1.5252578258514404, 'learning_rate': 8.552562879410403e-05, 'epoch': 3.92}
{'loss': 0.1695, 'grad_norm': 1.2548421621322632, 'learning_rate': 8.474470744625812e-05, 'epoch': 3.93}
{'loss': 0.1874, 'grad_norm': 1.7837014198303223, 'learning_rate': 8.396596158709357e-05, 'epoch': 3.94}
{'loss': 0.1738, 'grad_norm': 1.005529522895813, 'learning_rate': 8.318941717853212e-05, 'epoch': 3.95}
{'loss': 0.1764, 'grad_norm': 0.995890200138092, 'learning_rate': 8.241510010910329e-05, 'epoch': 3.96}
{'loss': 0.1907, 'grad_norm': 1.5278834104537964, 'learning_rate': 8.164303619308144e-05, 'epoch': 3.97}
{'loss': 0.167, 'grad_norm': 0.9634339213371277, 'learning_rate': 8.087325116962496e-05, 'epoch': 3.98}
{'loss': 0.1778, 'grad_norm': 1.15707266330719, 'learning_rate': 8.010577070191814e-05, 'epoch': 3.99}
{'loss': 0.1421, 'grad_norm': 1.9785228967666626, 'learning_rate': 7.934062037631593e-05, 'epoch': 4.0}
{'loss': 0.119, 'grad_norm': 0.986857533454895, 'learning_rate': 7.857782570149062e-05, 'epoch': 4.01}
{'loss': 0.1128, 'grad_norm': 0.9144956469535828, 'learning_rate': 7.781741210758149e-05, 'epoch': 4.02}
{'loss': 0.0972, 'grad_norm': 1.5575037002563477, 'learning_rate': 7.705940494534708e-05, 'epoch': 4.03}
{'loss': 0.0961, 'grad_norm': 1.0518591403961182, 'learning_rate': 7.630382948532013e-05, 'epoch': 4.04}
{'loss': 0.0978, 'grad_norm': 1.9899951219558716, 'learning_rate': 7.555071091696483e-05, 'epoch': 4.05}
{'loss': 0.0896, 'grad_norm': 0.7687923312187195, 'learning_rate': 7.480007434783743e-05, 'epoch': 4.06}
{'loss': 0.1147, 'grad_norm': 1.192218542098999, 'learning_rate': 7.405194480274883e-05, 'epoch': 4.07}
{'loss': 0.1209, 'grad_norm': 1.1842213869094849, 'learning_rate': 7.330634722293044e-05, 'epoch': 4.09}
{'loss': 0.105, 'grad_norm': 1.7277733087539673, 'learning_rate': 7.256330646520288e-05, 'epoch': 4.1}
{'loss': 0.1077, 'grad_norm': 1.0967175960540771, 'learning_rate': 7.182284730114712e-05, 'epoch': 4.11}
{'loss': 0.1098, 'grad_norm': 0.9630497694015503, 'learning_rate': 7.108499441627839e-05, 'epoch': 4.12}
{'loss': 0.1249, 'grad_norm': 2.8217971324920654, 'learning_rate': 7.034977240922375e-05, 'epoch': 4.13}
{'loss': 0.1088, 'grad_norm': 1.7202837467193604, 'learning_rate': 6.96172057909017e-05, 'epoch': 4.14}
{'loss': 0.0979, 'grad_norm': 0.9305405020713806, 'learning_rate': 6.888731898370502e-05, 'epoch': 4.15}
{'loss': 0.1044, 'grad_norm': 1.0325803756713867, 'learning_rate': 6.816013632068659e-05, 'epoch': 4.16}                                                     
{'loss': 0.1096, 'grad_norm': 1.0389848947525024, 'learning_rate': 6.743568204474824e-05, 'epoch': 4.17}
{'loss': 0.1069, 'grad_norm': 0.9350991249084473, 'learning_rate': 6.671398030783257e-05, 'epoch': 4.18}
{'loss': 0.1013, 'grad_norm': 1.3764324188232422, 'learning_rate': 6.599505517011772e-05, 'epoch': 4.19}
{'loss': 0.1013, 'grad_norm': 2.9574942588806152, 'learning_rate': 6.527893059921514e-05, 'epoch': 4.2}
{'loss': 0.0906, 'grad_norm': 1.18137788772583, 'learning_rate': 6.456563046937064e-05, 'epoch': 4.21}
{'loss': 0.0993, 'grad_norm': 1.9551070928573608, 'learning_rate': 6.385517856066863e-05, 'epoch': 4.22}
{'loss': 0.0969, 'grad_norm': 1.471693992614746, 'learning_rate': 6.314759855823897e-05, 'epoch': 4.24}
{'loss': 0.1029, 'grad_norm': 1.4261168241500854, 'learning_rate': 6.244291405146784e-05, 'epoch': 4.25}
{'loss': 0.1038, 'grad_norm': 0.922423779964447, 'learning_rate': 6.17411485332108e-05, 'epoch': 4.26}
{'loss': 0.0997, 'grad_norm': 1.540507435798645, 'learning_rate': 6.104232539900985e-05, 'epoch': 4.27}
{'loss': 0.1158, 'grad_norm': 0.9819755554199219, 'learning_rate': 6.034646794631358e-05, 'epoch': 4.28}
{'loss': 0.1019, 'grad_norm': 1.5456663370132446, 'learning_rate': 5.96535993737004e-05, 'epoch': 4.29}
{'loss': 0.1102, 'grad_norm': 1.3941495418548584, 'learning_rate': 5.8963742780104674e-05, 'epoch': 4.3}
{'loss': 0.1011, 'grad_norm': 1.0158454179763794, 'learning_rate': 5.827692116404747e-05, 'epoch': 4.31}
{'loss': 0.1108, 'grad_norm': 0.9999666213989258, 'learning_rate': 5.7593157422869325e-05, 'epoch': 4.32}
{'loss': 0.1073, 'grad_norm': 1.406510829925537, 'learning_rate': 5.691247435196684e-05, 'epoch': 4.33}
{'loss': 0.1091, 'grad_norm': 1.1184486150741577, 'learning_rate': 5.623489464403293e-05, 'epoch': 4.34}
{'loss': 0.0962, 'grad_norm': 0.9774938225746155, 'learning_rate': 5.5560440888300325e-05, 'epoch': 4.35}
{'loss': 0.0995, 'grad_norm': 2.047934055328369, 'learning_rate': 5.4889135569788234e-05, 'epoch': 4.36}
{'loss': 0.0935, 'grad_norm': 1.2537733316421509, 'learning_rate': 5.422100106855306e-05, 'epoch': 4.37}
{'loss': 0.1106, 'grad_norm': 2.086947202682495, 'learning_rate': 5.355605965894197e-05, 'epoch': 4.39}
{'loss': 0.1134, 'grad_norm': 1.273696780204773, 'learning_rate': 5.289433350885049e-05, 'epoch': 4.4}
{'loss': 0.1172, 'grad_norm': 1.2242348194122314, 'learning_rate': 5.223584467898356e-05, 'epoch': 4.41}
{'loss': 0.0986, 'grad_norm': 1.319738745689392, 'learning_rate': 5.1580615122119884e-05, 'epoch': 4.42}
{'loss': 0.0993, 'grad_norm': 0.8524252772331238, 'learning_rate': 5.092866668238009e-05, 'epoch': 4.43}
{'loss': 0.1154, 'grad_norm': 1.6408164501190186, 'learning_rate': 5.0280021094498584e-05, 'epoch': 4.44}
{'loss': 0.1108, 'grad_norm': 1.7923388481140137, 'learning_rate': 4.963469998309882e-05, 'epoch': 4.45}
{'loss': 0.1058, 'grad_norm': 2.5780961513519287, 'learning_rate': 4.8992724861972604e-05, 'epoch': 4.46}
{'loss': 0.1141, 'grad_norm': 1.6098781824111938, 'learning_rate': 4.8354117133362734e-05, 'epoch': 4.47}
{'loss': 0.1106, 'grad_norm': 1.0435993671417236, 'learning_rate': 4.771889808724923e-05, 'epoch': 4.48}
{'loss': 0.0926, 'grad_norm': 0.8561596274375916, 'learning_rate': 4.708708890064002e-05, 'epoch': 4.49}
{'loss': 0.0956, 'grad_norm': 0.9493716359138489, 'learning_rate': 4.6458710636864785e-05, 'epoch': 4.5}
{'loss': 0.1002, 'grad_norm': 1.3397525548934937, 'learning_rate': 4.583378424487253e-05, 'epoch': 4.51}
{'loss': 0.0924, 'grad_norm': 1.388045310974121, 'learning_rate': 4.521233055853337e-05, 'epoch': 4.52}
{'loss': 0.1015, 'grad_norm': 1.3942331075668335, 'learning_rate': 4.459437029594408e-05, 'epoch': 4.54}
{'loss': 0.0986, 'grad_norm': 1.1025797128677368, 'learning_rate': 4.39799240587371e-05, 'epoch': 4.55}
{'loss': 0.1066, 'grad_norm': 1.491441011428833, 'learning_rate': 4.336901233139405e-05, 'epoch': 4.56}
{'loss': 0.1004, 'grad_norm': 1.0538930892944336, 'learning_rate': 4.276165548056245e-05, 'epoch': 4.57}
{'loss': 0.1003, 'grad_norm': 0.9750052690505981, 'learning_rate': 4.2157873754377e-05, 'epoch': 4.58}
{'loss': 0.093, 'grad_norm': 0.7931604385375977, 'learning_rate': 4.155768728178453e-05, 'epoch': 4.59}
{'loss': 0.0969, 'grad_norm': 1.216020941734314, 'learning_rate': 4.096111607187287e-05, 'epoch': 4.6}
{'loss': 0.1099, 'grad_norm': 1.0277018547058105, 'learning_rate': 4.036818001320371e-05, 'epoch': 4.61}
{'loss': 0.1086, 'grad_norm': 1.2281032800674438, 'learning_rate': 3.9778898873149664e-05, 'epoch': 4.62}
{'loss': 0.1075, 'grad_norm': 1.0596824884414673, 'learning_rate': 3.919329229723533e-05, 'epoch': 4.63}
{'loss': 0.0969, 'grad_norm': 0.9534647464752197, 'learning_rate': 3.8611379808482096e-05, 'epoch': 4.64}
{'loss': 0.0971, 'grad_norm': 1.3406867980957031, 'learning_rate': 3.8033180806757593e-05, 'epoch': 4.65}
{'loss': 0.1067, 'grad_norm': 0.978736400604248, 'learning_rate': 3.745871456812867e-05, 'epoch': 4.66}
{'loss': 0.1197, 'grad_norm': 0.986139178276062, 'learning_rate': 3.688800024421888e-05, 'epoch': 4.67}
{'loss': 0.1024, 'grad_norm': 1.0891567468643188, 'learning_rate': 3.63210568615701e-05, 'epoch': 4.69}
{'loss': 0.1071, 'grad_norm': 1.429900050163269, 'learning_rate': 3.575790332100801e-05, 'epoch': 4.7}
{'loss': 0.1079, 'grad_norm': 1.008286714553833, 'learning_rate': 3.5198558397012085e-05, 'epoch': 4.71}
{'loss': 0.1071, 'grad_norm': 1.2592209577560425, 'learning_rate': 3.4643040737089815e-05, 'epoch': 4.72}
{'loss': 0.1018, 'grad_norm': 1.736240267753601, 'learning_rate': 3.409136886115473e-05, 'epoch': 4.73}
{'loss': 0.0981, 'grad_norm': 1.9433315992355347, 'learning_rate': 3.354356116090936e-05, 'epoch': 4.74}
{'loss': 0.1169, 'grad_norm': 1.2332595586776733, 'learning_rate': 3.299963589923169e-05, 'epoch': 4.75}
{'loss': 0.1033, 'grad_norm': 1.0059494972229004, 'learning_rate': 3.245961120956659e-05, 'epoch': 4.76}
{'loss': 0.0983, 'grad_norm': 1.0169861316680908, 'learning_rate': 3.192350509532123e-05, 'epoch': 4.77}
{'loss': 0.1067, 'grad_norm': 1.6952078342437744, 'learning_rate': 3.139133542926486e-05, 'epoch': 4.78}
{'loss': 0.0881, 'grad_norm': 1.3894660472869873, 'learning_rate': 3.086311995293287e-05, 'epoch': 4.79}
{'loss': 0.1049, 'grad_norm': 1.1908392906188965, 'learning_rate': 3.033887627603539e-05, 'epoch': 4.8}
{'loss': 0.1039, 'grad_norm': 1.873457670211792, 'learning_rate': 2.9818621875870415e-05, 'epoch': 4.81}
{'loss': 0.1038, 'grad_norm': 1.0220608711242676, 'learning_rate': 2.9302374096740732e-05, 'epoch': 4.82}
{'loss': 0.0975, 'grad_norm': 0.8554375767707825, 'learning_rate': 2.879015014937604e-05, 'epoch': 4.83}
{'loss': 0.0898, 'grad_norm': 0.922389566898346, 'learning_rate': 2.8281967110359067e-05, 'epoch': 4.85}
{'loss': 0.08, 'grad_norm': 0.9224267601966858, 'learning_rate': 2.7777841921556172e-05, 'epoch': 4.86}
{'loss': 0.1094, 'grad_norm': 0.9406447410583496, 'learning_rate': 2.7277791389552743e-05, 'epoch': 4.87}
{'loss': 0.0939, 'grad_norm': 0.920380175113678, 'learning_rate': 2.6781832185092704e-05, 'epoch': 4.88}
{'loss': 0.0825, 'grad_norm': 1.0678541660308838, 'learning_rate': 2.628998084252276e-05, 'epoch': 4.89}
{'loss': 0.0979, 'grad_norm': 1.4911279678344727, 'learning_rate': 2.5802253759241353e-05, 'epoch': 4.9}
{'loss': 0.0993, 'grad_norm': 0.9625751972198486, 'learning_rate': 2.5318667195151836e-05, 'epoch': 4.91}
{'loss': 0.0903, 'grad_norm': 1.9180057048797607, 'learning_rate': 2.4839237272120422e-05, 'epoch': 4.92}
{'loss': 0.1098, 'grad_norm': 1.8388922214508057, 'learning_rate': 2.4363979973438664e-05, 'epoch': 4.93}
{'loss': 0.1064, 'grad_norm': 1.3659472465515137, 'learning_rate': 2.389291114329083e-05, 'epoch': 4.94}
{'loss': 0.1016, 'grad_norm': 1.224035382270813, 'learning_rate': 2.3426046486225374e-05, 'epoch': 4.95}
{'loss': 0.0957, 'grad_norm': 0.970658540725708, 'learning_rate': 2.2963401566631666e-05, 'epoch': 4.96}
{'loss': 0.106, 'grad_norm': 2.616107940673828, 'learning_rate': 2.2504991808220862e-05, 'epoch': 4.97}
