
[2025-12-06 14:13:36,503] [INFO] [real_accelerator.py:260:get_accelerator] Setting ds_accelerator to cuda (auto detect)
[2025-12-06 14:13:38,060] [INFO] [logging.py:107:log_dist] [Rank -1] [TorchCheckpointEngine] Initialized with serialization = False
{'loss': 1.0517, 'grad_norm': 0.4312444031238556, 'learning_rate': 1.5976331360946746e-05, 'epoch': 0.01}
{'loss': 0.1972, 'grad_norm': 0.43297868967056274, 'learning_rate': 0.00020097281682702786, 'epoch': 2.45}
{'loss': 0.2107, 'grad_norm': 0.40542173385620117, 'learning_rate': 0.00020015742305051366, 'epoch': 2.46}
{'loss': 0.1936, 'grad_norm': 0.42353448271751404, 'learning_rate': 0.000199340357119882, 'epoch': 2.47}
{'loss': 0.21, 'grad_norm': 0.33653146028518677, 'learning_rate': 0.0001985216462745738, 'epoch': 2.48}
{'loss': 0.2046, 'grad_norm': 0.3865884244441986, 'learning_rate': 0.00019770131780886828, 'epoch': 2.49}
{'loss': 0.1787, 'grad_norm': 0.3855883479118347, 'learning_rate': 0.0001968793990709731, 'epoch': 2.5}
{'loss': 0.2002, 'grad_norm': 0.24083572626113892, 'learning_rate': 0.0001960559174621126, 'epoch': 2.51}
{'loss': 0.1922, 'grad_norm': 0.3890829384326935, 'learning_rate': 0.0001952309004356143, 'epoch': 2.52}
{'loss': 0.1827, 'grad_norm': 0.4627496898174286, 'learning_rate': 0.00019440437549599372, 'epoch': 2.54}
{'loss': 0.232, 'grad_norm': 0.34308677911758423, 'learning_rate': 0.00019357637019803726, 'epoch': 2.55}
{'loss': 0.1862, 'grad_norm': 0.5807158946990967, 'learning_rate': 0.00019274691214588366, 'epoch': 2.56}
{'loss': 0.2072, 'grad_norm': 0.38557323813438416, 'learning_rate': 0.00019191602899210398, 'epoch': 2.57}
{'loss': 0.177, 'grad_norm': 0.40197473764419556, 'learning_rate': 0.00019108374843677925, 'epoch': 2.58}
{'loss': 0.1765, 'grad_norm': 0.3840755820274353, 'learning_rate': 0.00019025009822657728, 'epoch': 2.59}
{'loss': 0.1834, 'grad_norm': 0.44665950536727905, 'learning_rate': 0.00018941510615382774, 'epoch': 2.6}
{'loss': 0.2154, 'grad_norm': 0.36417433619499207, 'learning_rate': 0.00018857880005559522, 'epoch': 2.61}
{'loss': 0.1991, 'grad_norm': 0.4062359035015106, 'learning_rate': 0.00018774120781275177, 'epoch': 2.62}
{'loss': 0.2148, 'grad_norm': 0.4101291596889496, 'learning_rate': 0.0001869023573490467, 'epoch': 2.63}
{'loss': 0.2065, 'grad_norm': 0.45131832361221313, 'learning_rate': 0.00018606227663017642, 'epoch': 2.64}
{'loss': 0.1753, 'grad_norm': 0.36624059081077576, 'learning_rate': 0.00018522099366285143, 'epoch': 2.65}
{'loss': 0.1949, 'grad_norm': 0.3658912181854248, 'learning_rate': 0.00018437853649386316, 'epoch': 2.66}
{'loss': 0.2032, 'grad_norm': 0.41259312629699707, 'learning_rate': 0.00018353493320914853, 'epoch': 2.67}
{'loss': 0.2067, 'grad_norm': 0.44663310050964355, 'learning_rate': 0.00018269021193285394, 'epoch': 2.69}
{'loss': 0.1978, 'grad_norm': 0.42610567808151245, 'learning_rate': 0.0001818444008263974, 'epoch': 2.7}
{'loss': 0.1771, 'grad_norm': 0.3581661880016327, 'learning_rate': 0.00018099752808753, 'epoch': 2.71}
{'loss': 0.1974, 'grad_norm': 0.35603067278862, 'learning_rate': 0.00018014962194939539, 'epoch': 2.72}
{'loss': 0.1849, 'grad_norm': 0.5281732678413391, 'learning_rate': 0.000179300710679589, 'epoch': 2.73}
{'loss': 0.1973, 'grad_norm': 0.3843097686767578, 'learning_rate': 0.00017845082257921544, 'epoch': 2.74}
{'loss': 0.1743, 'grad_norm': 0.4154301583766937, 'learning_rate': 0.00017759998598194495, 'epoch': 2.75}
{'loss': 0.2015, 'grad_norm': 0.43497321009635925, 'learning_rate': 0.00017674822925306896, 'epoch': 2.76}
{'loss': 0.1845, 'grad_norm': 0.492998331785202, 'learning_rate': 0.0001758955807885542, 'epoch': 2.77}
{'loss': 0.2011, 'grad_norm': 0.44075459241867065, 'learning_rate': 0.00017504206901409637, 'epoch': 2.78}
{'loss': 0.1917, 'grad_norm': 0.45886436104774475, 'learning_rate': 0.0001741877223841722, 'epoch': 2.79}
{'loss': 0.2093, 'grad_norm': 0.5165802240371704, 'learning_rate': 0.00017333256938109094, 'epoch': 2.8}
{'loss': 0.181, 'grad_norm': 0.35109102725982666, 'learning_rate': 0.00017247663851404477, 'epoch': 2.81}
{'loss': 0.1913, 'grad_norm': 0.4960812032222748, 'learning_rate': 0.00017161995831815858, 'epoch': 2.82}
{'loss': 0.2177, 'grad_norm': 0.5387693643569946, 'learning_rate': 0.00017076255735353813, 'epoch': 2.83}
{'loss': 0.1927, 'grad_norm': 0.37259602546691895, 'learning_rate': 0.00016990446420431864, 'epoch': 2.85}
{'loss': 0.1874, 'grad_norm': 0.4839930236339569, 'learning_rate': 0.00016904570747771115, 'epoch': 2.86}
{'loss': 0.1939, 'grad_norm': 0.373453289270401, 'learning_rate': 0.00016818631580304923, 'epoch': 2.87}
{'loss': 0.1824, 'grad_norm': 0.3877868056297302, 'learning_rate': 0.0001673263178308345, 'epoch': 2.88}
{'loss': 0.1974, 'grad_norm': 0.3988904654979706, 'learning_rate': 0.0001664657422317814, 'epoch': 2.89}
{'loss': 0.2222, 'grad_norm': 0.4477010667324066, 'learning_rate': 0.00016560461769586114, 'epoch': 2.9}
{'loss': 0.1836, 'grad_norm': 0.3667512834072113, 'learning_rate': 0.00016474297293134576, 'epoch': 2.91}
{'loss': 0.2184, 'grad_norm': 0.29418492317199707, 'learning_rate': 0.0001638808366638505, 'epoch': 2.92}
{'loss': 0.1948, 'grad_norm': 0.4025804102420807, 'learning_rate': 0.00016301823763537654, 'epoch': 2.93}
{'loss': 0.1907, 'grad_norm': 0.41204527020454407, 'learning_rate': 0.0001621552046033525, 'epoch': 2.94}
{'loss': 0.1862, 'grad_norm': 0.46482330560684204, 'learning_rate': 0.0001612917663396761, 'epoch': 2.95}
{'loss': 0.1803, 'grad_norm': 0.4871348440647125, 'learning_rate': 0.00016042795162975437, 'epoch': 2.96}
{'loss': 0.1922, 'grad_norm': 0.529014527797699, 'learning_rate': 0.00015956378927154468, 'epoch': 2.97}
{'loss': 0.2047, 'grad_norm': 0.49346601963043213, 'learning_rate': 0.00015869930807459412, 'epoch': 2.98}
{'loss': 0.1926, 'grad_norm': 0.4975612759590149, 'learning_rate': 0.00015783453685907942, 'epoch': 3.0}
{'loss': 0.1658, 'grad_norm': 0.27532222867012024, 'learning_rate': 0.00015696950445484584, 'epoch': 3.01}
{'loss': 0.0917, 'grad_norm': 0.5212365388870239, 'learning_rate': 0.0001561042397004463, 'epoch': 3.02}
{'loss': 0.0829, 'grad_norm': 0.5075713992118835, 'learning_rate': 0.00015523877144217976, 'epoch': 3.03}
{'loss': 0.0848, 'grad_norm': 0.4695141315460205, 'learning_rate': 0.00015437312853312966, 'epoch': 3.04}
{'loss': 0.0931, 'grad_norm': 0.7238988876342773, 'learning_rate': 0.00015350733983220195, 'epoch': 3.05}
{'loss': 0.0764, 'grad_norm': 0.4656935930252075, 'learning_rate': 0.000152641434203163, 'epoch': 3.06}
{'loss': 0.0877, 'grad_norm': 0.39013972878456116, 'learning_rate': 0.0001517754405136774, 'epoch': 3.07}
{'loss': 0.085, 'grad_norm': 0.3777328431606293, 'learning_rate': 0.00015090938763434535, 'epoch': 3.08}
{'loss': 0.0931, 'grad_norm': 0.46791496872901917, 'learning_rate': 0.00015004330443774055, 'epoch': 3.09}
{'loss': 0.0823, 'grad_norm': 0.36848410964012146, 'learning_rate': 0.0001491772197974472, 'epoch': 3.1}
{'loss': 0.0843, 'grad_norm': 0.5762948393821716, 'learning_rate': 0.00014831116258709793, 'epoch': 3.11}
{'loss': 0.0715, 'grad_norm': 0.6470149755477905, 'learning_rate': 0.00014744516167941048, 'epoch': 3.12}
{'loss': 0.0886, 'grad_norm': 0.4741114675998688, 'learning_rate': 0.000146579245945226, 'epoch': 3.13}
{'loss': 0.0798, 'grad_norm': 0.43291476368904114, 'learning_rate': 0.00014571344425254583, 'epoch': 3.14}
{'loss': 0.0803, 'grad_norm': 0.4062463939189911, 'learning_rate': 0.00014484778546556946, 'epoch': 3.16}
{'loss': 0.0813, 'grad_norm': 0.5428816676139832, 'learning_rate': 0.00014398229844373215, 'epoch': 3.17}
{'loss': 0.0887, 'grad_norm': 0.5501039624214172, 'learning_rate': 0.000143117012040743, 'epoch': 3.18}
{'loss': 0.0859, 'grad_norm': 0.4620828330516815, 'learning_rate': 0.00014225195510362263, 'epoch': 3.19}
{'loss': 0.087, 'grad_norm': 0.42195290327072144, 'learning_rate': 0.00014138715647174177, 'epoch': 3.2}
{'loss': 0.08, 'grad_norm': 0.4246406555175781, 'learning_rate': 0.00014052264497585982, 'epoch': 3.21}
{'loss': 0.0843, 'grad_norm': 0.44516342878341675, 'learning_rate': 0.0001396584494371635, 'epoch': 3.22}
{'loss': 0.0944, 'grad_norm': 0.4361274540424347, 'learning_rate': 0.00013879459866630612, 'epoch': 3.23}
{'loss': 0.0862, 'grad_norm': 0.36773934960365295, 'learning_rate': 0.00013793112146244724, 'epoch': 3.24}
{'loss': 0.0841, 'grad_norm': 0.533458948135376, 'learning_rate': 0.00013706804661229216, 'epoch': 3.25}
{'loss': 0.0871, 'grad_norm': 0.41053178906440735, 'learning_rate': 0.00013620540288913267, 'epoch': 3.26}
{'loss': 0.089, 'grad_norm': 0.43594592809677124, 'learning_rate': 0.00013534321905188742, 'epoch': 3.27}
{'loss': 0.0766, 'grad_norm': 0.4380551278591156, 'learning_rate': 0.00013448152384414343, 'epoch': 3.28}
{'loss': 0.0821, 'grad_norm': 0.44916677474975586, 'learning_rate': 0.00013362034599319786, 'epoch': 3.29}
{'loss': 0.0718, 'grad_norm': 0.3552483916282654, 'learning_rate': 0.0001327597142090998, 'epoch': 3.31}
{'loss': 0.0877, 'grad_norm': 0.4340633451938629, 'learning_rate': 0.00013189965718369385, 'epoch': 3.32}
{'loss': 0.0811, 'grad_norm': 0.494047611951828, 'learning_rate': 0.00013104020358966313, 'epoch': 3.33}
{'loss': 0.0965, 'grad_norm': 0.42592358589172363, 'learning_rate': 0.00013018138207957343, 'epoch': 3.34}
{'loss': 0.0729, 'grad_norm': 0.3972353935241699, 'learning_rate': 0.00012932322128491805, 'epoch': 3.35}
{'loss': 0.0806, 'grad_norm': 0.5945919156074524, 'learning_rate': 0.00012846574981516352, 'epoch': 3.36}
{'loss': 0.0782, 'grad_norm': 0.42780065536499023, 'learning_rate': 0.00012760899625679508, 'epoch': 3.37}
{'loss': 0.0826, 'grad_norm': 0.4317246973514557, 'learning_rate': 0.00012675298917236467, 'epoch': 3.38}
{'loss': 0.0869, 'grad_norm': 0.3242986798286438, 'learning_rate': 0.000125897757099538, 'epoch': 3.39}
{'loss': 0.0778, 'grad_norm': 0.4025028645992279, 'learning_rate': 0.00012504332855014315, 'epoch': 3.4}
{'loss': 0.0734, 'grad_norm': 0.6589627265930176, 'learning_rate': 0.00012418973200922055, 'epoch': 3.41}
{'loss': 0.077, 'grad_norm': 0.5066720843315125, 'learning_rate': 0.00012333699593407288, 'epoch': 3.42}
{'loss': 0.0975, 'grad_norm': 0.44379764795303345, 'learning_rate': 0.00012248514875331653, 'epoch': 3.43}
{'loss': 0.0892, 'grad_norm': 0.3274103105068207, 'learning_rate': 0.00012163421886593382, 'epoch': 3.44}
{'loss': 0.0898, 'grad_norm': 0.5696702003479004, 'learning_rate': 0.00012078423464032627, 'epoch': 3.45}
{'loss': 0.0835, 'grad_norm': 0.48486408591270447, 'learning_rate': 0.00011993522441336874, 'epoch': 3.47}
{'loss': 0.0879, 'grad_norm': 0.6606924533843994, 'learning_rate': 0.00011908721648946484, 'epoch': 3.48}
{'loss': 0.0822, 'grad_norm': 0.4918242394924164, 'learning_rate': 0.0001182402391396034, 'epoch': 3.49}
{'loss': 0.0847, 'grad_norm': 0.3939478397369385, 'learning_rate': 0.00011739432060041565, 'epoch': 3.5}
{'loss': 0.0844, 'grad_norm': 0.45455682277679443, 'learning_rate': 0.00011654948907323418, 'epoch': 3.51}
{'loss': 0.09, 'grad_norm': 0.4401455521583557, 'learning_rate': 0.00011570577272315267, 'epoch': 3.52}
{'loss': 0.0878, 'grad_norm': 0.48039543628692627, 'learning_rate': 0.00011486319967808674, 'epoch': 3.53}
{'loss': 0.0861, 'grad_norm': 0.39070549607276917, 'learning_rate': 0.00011402179802783661, 'epoch': 3.54}
{'loss': 0.0831, 'grad_norm': 0.40704137086868286, 'learning_rate': 0.00011318159582315022, 'epoch': 3.55}
{'loss': 0.0869, 'grad_norm': 0.4216655194759369, 'learning_rate': 0.00011234262107478828, 'epoch': 3.56}
{'loss': 0.0728, 'grad_norm': 0.5174401998519897, 'learning_rate': 0.0001115049017525905, 'epoch': 3.57}
{'loss': 0.0773, 'grad_norm': 0.5122330784797668, 'learning_rate': 0.00011066846578454291, 'epoch': 3.58}
{'loss': 0.0866, 'grad_norm': 0.4457356333732605, 'learning_rate': 0.00010983334105584698, 'epoch': 3.59}
{'loss': 0.0875, 'grad_norm': 0.5241169333457947, 'learning_rate': 0.00010899955540799007, 'epoch': 3.6}
{'loss': 0.0828, 'grad_norm': 0.6924921274185181, 'learning_rate': 0.00010816713663781687, 'epoch': 3.62}
{'loss': 0.0853, 'grad_norm': 0.49758338928222656, 'learning_rate': 0.0001073361124966031, 'epoch': 3.63}
{'loss': 0.0805, 'grad_norm': 0.49457037448883057, 'learning_rate': 0.00010650651068913014, 'epoch': 3.64}
{'loss': 0.0836, 'grad_norm': 0.39647915959358215, 'learning_rate': 0.00010567835887276136, 'epoch': 3.65}
{'loss': 0.0873, 'grad_norm': 0.5359501838684082, 'learning_rate': 0.00010485168465652022, 'epoch': 3.66}
{'loss': 0.0765, 'grad_norm': 0.4438580274581909, 'learning_rate': 0.00010402651560016987, 'epoch': 3.67}
{'loss': 0.0911, 'grad_norm': 0.541606605052948, 'learning_rate': 0.00010320287921329407, 'epoch': 3.68}
{'loss': 0.0873, 'grad_norm': 0.4385353624820709, 'learning_rate': 0.00010238080295438037, 'epoch': 3.69}
{'loss': 0.0897, 'grad_norm': 0.39549538493156433, 'learning_rate': 0.00010156031422990463, 'epoch': 3.7}
{'loss': 0.0923, 'grad_norm': 0.5319527387619019, 'learning_rate': 0.00010074144039341713, 'epoch': 3.71}
{'loss': 0.0829, 'grad_norm': 0.5620200634002686, 'learning_rate': 9.992420874463104e-05, 'epoch': 3.72}
{'loss': 0.086, 'grad_norm': 0.5361377000808716, 'learning_rate': 9.910864652851195e-05, 'epoch': 3.73}
{'loss': 0.0803, 'grad_norm': 0.42025768756866455, 'learning_rate': 9.82947809343697e-05, 'epoch': 3.74}
{'loss': 0.093, 'grad_norm': 0.6192723512649536, 'learning_rate': 9.748263909495201e-05, 'epoch': 3.75}
{'loss': 0.0813, 'grad_norm': 0.42398595809936523, 'learning_rate': 9.667224808553982e-05, 'epoch': 3.77}
{'loss': 0.0704, 'grad_norm': 0.4527731239795685, 'learning_rate': 9.586363492304467e-05, 'epoch': 3.78}
{'loss': 0.0811, 'grad_norm': 0.5028300881385803, 'learning_rate': 9.50568265651081e-05, 'epoch': 3.79}
{'loss': 0.0791, 'grad_norm': 0.4012140929698944, 'learning_rate': 9.425184990920282e-05, 'epoch': 3.8}
{'loss': 0.0802, 'grad_norm': 0.45212793350219727, 'learning_rate': 9.344873179173602e-05, 'epoch': 3.81}
{'loss': 0.0829, 'grad_norm': 0.5357659459114075, 'learning_rate': 9.264749898715472e-05, 'epoch': 3.82}
{'loss': 0.0753, 'grad_norm': 0.5999717712402344, 'learning_rate': 9.184817820705327e-05, 'epoch': 3.83}
{'loss': 0.0753, 'grad_norm': 0.4219152629375458, 'learning_rate': 9.105079609928245e-05, 'epoch': 3.84}
{'loss': 0.0782, 'grad_norm': 0.5911068320274353, 'learning_rate': 9.02553792470617e-05, 'epoch': 3.85}
{'loss': 0.0684, 'grad_norm': 0.30981823801994324, 'learning_rate': 8.946195416809224e-05, 'epoch': 3.86}
{'loss': 0.0835, 'grad_norm': 0.625662624835968, 'learning_rate': 8.867054731367347e-05, 'epoch': 3.87}
{'loss': 0.0829, 'grad_norm': 0.539788544178009, 'learning_rate': 8.788118506782102e-05, 'epoch': 3.88}
{'loss': 0.0828, 'grad_norm': 0.4250183403491974, 'learning_rate': 8.709389374638694e-05, 'epoch': 3.89}
{'loss': 0.0807, 'grad_norm': 0.41480594873428345, 'learning_rate': 8.630869959618269e-05, 'epoch': 3.9}
{'loss': 0.0732, 'grad_norm': 0.5152933597564697, 'learning_rate': 8.552562879410403e-05, 'epoch': 3.92}
{'loss': 0.07, 'grad_norm': 0.3757261633872986, 'learning_rate': 8.474470744625812e-05, 'epoch': 3.93}
{'loss': 0.0817, 'grad_norm': 0.4770664870738983, 'learning_rate': 8.396596158709357e-05, 'epoch': 3.94}
{'loss': 0.0781, 'grad_norm': 0.3836852014064789, 'learning_rate': 8.318941717853212e-05, 'epoch': 3.95}
{'loss': 0.0833, 'grad_norm': 0.44233816862106323, 'learning_rate': 8.241510010910329e-05, 'epoch': 3.96}
{'loss': 0.0857, 'grad_norm': 0.7442449927330017, 'learning_rate': 8.164303619308144e-05, 'epoch': 3.97}
{'loss': 0.0732, 'grad_norm': 0.3640209436416626, 'learning_rate': 8.087325116962496e-05, 'epoch': 3.98}
{'loss': 0.0841, 'grad_norm': 0.5924104452133179, 'learning_rate': 8.010577070191814e-05, 'epoch': 3.99}
{'loss': 0.0636, 'grad_norm': 0.5152926445007324, 'learning_rate': 7.934062037631593e-05, 'epoch': 4.0}
{'loss': 0.0306, 'grad_norm': 0.29718485474586487, 'learning_rate': 7.857782570149062e-05, 'epoch': 4.01}
{'loss': 0.029, 'grad_norm': 0.6335715651512146, 'learning_rate': 7.781741210758149e-05, 'epoch': 4.02}
{'loss': 0.0218, 'grad_norm': 0.4451841115951538, 'learning_rate': 7.705940494534708e-05, 'epoch': 4.03}
{'loss': 0.0226, 'grad_norm': 0.2129741758108139, 'learning_rate': 7.630382948532013e-05, 'epoch': 4.04}
{'loss': 0.0208, 'grad_norm': 0.28806835412979126, 'learning_rate': 7.555071091696483e-05, 'epoch': 4.05}
{'loss': 0.0235, 'grad_norm': 0.20104177296161652, 'learning_rate': 7.480007434783743e-05, 'epoch': 4.06}
{'loss': 0.0224, 'grad_norm': 0.3554941415786743, 'learning_rate': 7.405194480274883e-05, 'epoch': 4.07}
{'loss': 0.0228, 'grad_norm': 0.43284842371940613, 'learning_rate': 7.330634722293044e-05, 'epoch': 4.09}
{'loss': 0.0226, 'grad_norm': 0.18721984326839447, 'learning_rate': 7.256330646520288e-05, 'epoch': 4.1}
{'loss': 0.0248, 'grad_norm': 0.39683154225349426, 'learning_rate': 7.182284730114712e-05, 'epoch': 4.11}
{'loss': 0.0237, 'grad_norm': 0.4273277819156647, 'learning_rate': 7.108499441627839e-05, 'epoch': 4.12}
{'loss': 0.0299, 'grad_norm': 0.4438304603099823, 'learning_rate': 7.034977240922375e-05, 'epoch': 4.13}
{'loss': 0.0238, 'grad_norm': 0.3391972780227661, 'learning_rate': 6.96172057909017e-05, 'epoch': 4.14}
{'loss': 0.0252, 'grad_norm': 0.30971068143844604, 'learning_rate': 6.888731898370502e-05, 'epoch': 4.15}
{'loss': 0.0244, 'grad_norm': 0.24499006569385529, 'learning_rate': 6.816013632068659e-05, 'epoch': 4.16}
{'loss': 0.0278, 'grad_norm': 0.3388148248195648, 'learning_rate': 6.743568204474824e-05, 'epoch': 4.17}
{'loss': 0.0248, 'grad_norm': 0.36031869053840637, 'learning_rate': 6.671398030783257e-05, 'epoch': 4.18}
{'loss': 0.0261, 'grad_norm': 0.29980894923210144, 'learning_rate': 6.599505517011772e-05, 'epoch': 4.19}
{'loss': 0.0227, 'grad_norm': 0.2908947169780731, 'learning_rate': 6.527893059921514e-05, 'epoch': 4.2}
{'loss': 0.0206, 'grad_norm': 0.4140240550041199, 'learning_rate': 6.456563046937064e-05, 'epoch': 4.21}
{'loss': 0.0245, 'grad_norm': 0.37443336844444275, 'learning_rate': 6.385517856066863e-05, 'epoch': 4.22}
{'loss': 0.0225, 'grad_norm': 0.28518542647361755, 'learning_rate': 6.314759855823897e-05, 'epoch': 4.24}
{'loss': 0.0234, 'grad_norm': 0.44162046909332275, 'learning_rate': 6.244291405146784e-05, 'epoch': 4.25}
{'loss': 0.0197, 'grad_norm': 0.33957621455192566, 'learning_rate': 6.17411485332108e-05, 'epoch': 4.26}
{'loss': 0.0193, 'grad_norm': 0.8060590028762817, 'learning_rate': 6.104232539900985e-05, 'epoch': 4.27}
{'loss': 0.0277, 'grad_norm': 0.3407995104789734, 'learning_rate': 6.034646794631358e-05, 'epoch': 4.28}
{'loss': 0.0239, 'grad_norm': 0.38930100202560425, 'learning_rate': 5.96535993737004e-05, 'epoch': 4.29}
{'loss': 0.0264, 'grad_norm': 0.6506909728050232, 'learning_rate': 5.8963742780104674e-05, 'epoch': 4.3}
{'loss': 0.0226, 'grad_norm': 0.32589292526245117, 'learning_rate': 5.827692116404747e-05, 'epoch': 4.31}
{'loss': 0.0257, 'grad_norm': 0.36091387271881104, 'learning_rate': 5.7593157422869325e-05, 'epoch': 4.32}
{'loss': 0.024, 'grad_norm': 0.45718422532081604, 'learning_rate': 5.691247435196684e-05, 'epoch': 4.33}
{'loss': 0.0206, 'grad_norm': 0.3679324686527252, 'learning_rate': 5.623489464403293e-05, 'epoch': 4.34}
{'loss': 0.0207, 'grad_norm': 0.4143025279045105, 'learning_rate': 5.5560440888300325e-05, 'epoch': 4.35}
{'loss': 0.0193, 'grad_norm': 0.494059681892395, 'learning_rate': 5.4889135569788234e-05, 'epoch': 4.36}
{'loss': 0.0185, 'grad_norm': 0.4774602949619293, 'learning_rate': 5.422100106855306e-05, 'epoch': 4.37}
{'loss': 0.0236, 'grad_norm': 0.20119865238666534, 'learning_rate': 5.355605965894197e-05, 'epoch': 4.39}
{'loss': 0.0212, 'grad_norm': 0.3241303265094757, 'learning_rate': 5.289433350885049e-05, 'epoch': 4.4}
{'loss': 0.0265, 'grad_norm': 0.3632197678089142, 'learning_rate': 5.223584467898356e-05, 'epoch': 4.41}
{'loss': 0.0211, 'grad_norm': 0.5726915001869202, 'learning_rate': 5.1580615122119884e-05, 'epoch': 4.42}
{'loss': 0.0257, 'grad_norm': 0.28899073600769043, 'learning_rate': 5.092866668238009e-05, 'epoch': 4.43}
{'loss': 0.0244, 'grad_norm': 0.3750895857810974, 'learning_rate': 5.0280021094498584e-05, 'epoch': 4.44}
{'loss': 0.021, 'grad_norm': 0.4682973027229309, 'learning_rate': 4.963469998309882e-05, 'epoch': 4.45}
{'loss': 0.022, 'grad_norm': 0.30843859910964966, 'learning_rate': 4.8992724861972604e-05, 'epoch': 4.46}
{'loss': 0.0223, 'grad_norm': 0.3160111606121063, 'learning_rate': 4.8354117133362734e-05, 'epoch': 4.47}
{'loss': 0.0217, 'grad_norm': 0.569107174873352, 'learning_rate': 4.771889808724923e-05, 'epoch': 4.48}
{'loss': 0.0193, 'grad_norm': 0.2320127785205841, 'learning_rate': 4.708708890064002e-05, 'epoch': 4.49}
{'loss': 0.0225, 'grad_norm': 0.45468616485595703, 'learning_rate': 4.6458710636864785e-05, 'epoch': 4.5}
{'loss': 0.0168, 'grad_norm': 0.3812113404273987, 'learning_rate': 4.583378424487253e-05, 'epoch': 4.51}
{'loss': 0.0198, 'grad_norm': 0.38808226585388184, 'learning_rate': 4.521233055853337e-05, 'epoch': 4.52}
{'loss': 0.0213, 'grad_norm': 0.41547155380249023, 'learning_rate': 4.459437029594408e-05, 'epoch': 4.54}
{'loss': 0.0231, 'grad_norm': 0.39887115359306335, 'learning_rate': 4.39799240587371e-05, 'epoch': 4.55}
{'loss': 0.0237, 'grad_norm': 0.40070512890815735, 'learning_rate': 4.336901233139405e-05, 'epoch': 4.56}
{'loss': 0.0226, 'grad_norm': 0.5608260631561279, 'learning_rate': 4.276165548056245e-05, 'epoch': 4.57}
{'loss': 0.0203, 'grad_norm': 0.4508740305900574, 'learning_rate': 4.2157873754377e-05, 'epoch': 4.58}
{'loss': 0.0207, 'grad_norm': 0.2783302068710327, 'learning_rate': 4.155768728178453e-05, 'epoch': 4.59}
{'loss': 0.0234, 'grad_norm': 0.7006711959838867, 'learning_rate': 4.096111607187287e-05, 'epoch': 4.6}
{'loss': 0.0189, 'grad_norm': 0.5406173467636108, 'learning_rate': 4.036818001320371e-05, 'epoch': 4.61}
{'loss': 0.0203, 'grad_norm': 0.3926915228366852, 'learning_rate': 3.9778898873149664e-05, 'epoch': 4.62}
{'loss': 0.0209, 'grad_norm': 0.5070669651031494, 'learning_rate': 3.919329229723533e-05, 'epoch': 4.63}
{'loss': 0.0198, 'grad_norm': 0.37288281321525574, 'learning_rate': 3.8611379808482096e-05, 'epoch': 4.64}
{'loss': 0.0222, 'grad_norm': 0.2896503210067749, 'learning_rate': 3.8033180806757593e-05, 'epoch': 4.65}
{'loss': 0.0228, 'grad_norm': 0.4177057445049286, 'learning_rate': 3.745871456812867e-05, 'epoch': 4.66}
{'loss': 0.0228, 'grad_norm': 0.3192400634288788, 'learning_rate': 3.688800024421888e-05, 'epoch': 4.67}
{'loss': 0.0169, 'grad_norm': 0.30661213397979736, 'learning_rate': 3.63210568615701e-05, 'epoch': 4.69}
{'loss': 0.021, 'grad_norm': 0.39407452940940857, 'learning_rate': 3.575790332100801e-05, 'epoch': 4.7}
{'loss': 0.0238, 'grad_norm': 0.47405341267585754, 'learning_rate': 3.5198558397012085e-05, 'epoch': 4.71}
{'loss': 0.0227, 'grad_norm': 0.46883073449134827, 'learning_rate': 3.4643040737089815e-05, 'epoch': 4.72}
{'loss': 0.0236, 'grad_norm': 0.22865532338619232, 'learning_rate': 3.409136886115473e-05, 'epoch': 4.73}
{'loss': 0.0197, 'grad_norm': 0.32470574975013733, 'learning_rate': 3.354356116090936e-05, 'epoch': 4.74}
{'loss': 0.0186, 'grad_norm': 0.29548466205596924, 'learning_rate': 3.299963589923169e-05, 'epoch': 4.75}
{'loss': 0.0205, 'grad_norm': 0.30687326192855835, 'learning_rate': 3.245961120956659e-05, 'epoch': 4.76}
{'loss': 0.02, 'grad_norm': 0.21809236705303192, 'learning_rate': 3.192350509532123e-05, 'epoch': 4.77}
{'loss': 0.0192, 'grad_norm': 0.17963826656341553, 'learning_rate': 3.139133542926486e-05, 'epoch': 4.78}
{'loss': 0.0209, 'grad_norm': 0.3820684552192688, 'learning_rate': 3.086311995293287e-05, 'epoch': 4.79}
{'loss': 0.02, 'grad_norm': 0.21993917226791382, 'learning_rate': 3.033887627603539e-05, 'epoch': 4.8}
{'loss': 0.021, 'grad_norm': 0.3182380199432373, 'learning_rate': 2.9818621875870415e-05, 'epoch': 4.81}
{'loss': 0.0215, 'grad_norm': 0.5764182806015015, 'learning_rate': 2.9302374096740732e-05, 'epoch': 4.82}
{'loss': 0.0204, 'grad_norm': 0.2914344072341919, 'learning_rate': 2.879015014937604e-05, 'epoch': 4.83}
{'loss': 0.017, 'grad_norm': 0.3018256425857544, 'learning_rate': 2.8281967110359067e-05, 'epoch': 4.85}
{'loss': 0.019, 'grad_norm': 0.2541902959346771, 'learning_rate': 2.7777841921556172e-05, 'epoch': 4.86}
{'loss': 0.0213, 'grad_norm': 0.29843786358833313, 'learning_rate': 2.7277791389552743e-05, 'epoch': 4.87}
{'loss': 0.0207, 'grad_norm': 0.4967469274997711, 'learning_rate': 2.6781832185092704e-05, 'epoch': 4.88}
